

0;takeoffQueue_queueTime;time;156300; 159300; 162300; 165300; 168300; 171300; 174300; 177300; 180300; 183300; 186300; 189300; 192300; 195300; 198300; 201300; 204300; 207300; 210300; 213300; 216300; 219300; 222300; 225300; 228300; 231300; 234300; 237300; 240300; 243300; 246300; 249300; 252300; 255300; 258300; 261300; 264300; 267300; 270300; 273300; 276300; 279300; 282300; 285300; 288300; 291300; 294300; 297300; 300300; 303300; 306300; 309300; 312300; 315300; 318300; 321300; 324300; 327300; 330300; 333300; 336300; 339300; 342300; 345300; 348300; 351300; 354300; 357300; 360300; 363300; 366300; 369300; 372300; 375300; 378300; 381300; 384300; 387300; 390300; 393300; 396300; 399300; 402300; 405300; 408300; 411300; 414300; 417300; 420300; 423300; 426300; 429300; 432300; 435300; 438300; 441300; 444300; 447300; 450300; 453300; 456300; 459300; 462300; 465300; 468300; 471300; 474300; 477300; 480300; 483300; 486300; 489300; 492300; 495300; 498300; 501300; 504300; 507300; 510300; 513300; 516300; 519300; 522300; 525300; 528300; 531300; 534300; 537300; 540300; 543300; 546300; 549300; 552300; 555300; 558300; 561300; 564300; 567300; 570300; 573300; 576300; 579300; 582300; 585300; 588300; 591300; 594300; 597300; 600300; 603300; 606300; 609300; 612300; 615300; 618300; 621300; 624300; 627300; 630300; 633300; 636300; 639300; 642300; 645300; 648300; 651300; 654300; 657300; 660300; 663300; 666300; 669300; 672300; 675300; 678300; 681300; 684300; 687300; 690300; 693300; 696300; 699300; 702300; 705300; 708300; 711300; 714300; 717300; 720300; 723300; 726300; 729300; 732300; 735300; 738300; 741300; 744300; 747300; 750300; 753300; 756300; 759300; 762300; 765300; 768300; 771300; 774300; 777300; 780300; 783300; 786300; 789300; 792300; 795300; 798300; 801300; 804300; 807300; 810300; 813300; 816300; 819300; 822300; 825300; 828300; 831300; 834300; 837300; 840300; 843300; 846300; 849300; 852300; 855300; 858300; 861300; 864300; 867300; 870300; 873300; 876300; 879300; 882300; 885300; 888300; 891300; 894300; 897300; 900300; 903300; 906300; 909300; 912300; 915300; 918300; 921300; 924300; 927300; 930300; 933300; 936300; 939300; 942300; 945300; 948300; 951300; 954300; 957300; 960300; 963300; 966300; 969300; 972300; 975300; 978300; 981300; 984300; 987300; 990300; 993300; 996300; 999300; 1002300; 1005300; 1008300; 1011300; 1014300; 1017300; 1020300; 1023300; 1026300; 1029300; 1032300; 1035300; ;
;;values;300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; 300; ;


0;takeoffQueue_queueLength;time;156000; 156300; 159000; 159300; 162000; 162300; 165000; 165300; 168000; 168300; 171000; 171300; 174000; 174300; 177000; 177300; 180000; 180300; 183000; 183300; 186000; 186300; 189000; 189300; 192000; 192300; 195000; 195300; 198000; 198300; 201000; 201300; 204000; 204300; 207000; 207300; 210000; 210300; 213000; 213300; 216000; 216300; 219000; 219300; 222000; 222300; 225000; 225300; 228000; 228300; 231000; 231300; 234000; 234300; 237000; 237300; 240000; 240300; 243000; 243300; 246000; 246300; 249000; 249300; 252000; 252300; 255000; 255300; 258000; 258300; 261000; 261300; 264000; 264300; 267000; 267300; 270000; 270300; 273000; 273300; 276000; 276300; 279000; 279300; 282000; 282300; 285000; 285300; 288000; 288300; 291000; 291300; 294000; 294300; 297000; 297300; 300000; 300300; 303000; 303300; 306000; 306300; 309000; 309300; 312000; 312300; 315000; 315300; 318000; 318300; 321000; 321300; 324000; 324300; 327000; 327300; 330000; 330300; 333000; 333300; 336000; 336300; 339000; 339300; 342000; 342300; 345000; 345300; 348000; 348300; 351000; 351300; 354000; 354300; 357000; 357300; 360000; 360300; 363000; 363300; 366000; 366300; 369000; 369300; 372000; 372300; 375000; 375300; 378000; 378300; 381000; 381300; 384000; 384300; 387000; 387300; 390000; 390300; 393000; 393300; 396000; 396300; 399000; 399300; 402000; 402300; 405000; 405300; 408000; 408300; 411000; 411300; 414000; 414300; 417000; 417300; 420000; 420300; 423000; 423300; 426000; 426300; 429000; 429300; 432000; 432300; 435000; 435300; 438000; 438300; 441000; 441300; 444000; 444300; 447000; 447300; 450000; 450300; 453000; 453300; 456000; 456300; 459000; 459300; 462000; 462300; 465000; 465300; 468000; 468300; 471000; 471300; 474000; 474300; 477000; 477300; 480000; 480300; 483000; 483300; 486000; 486300; 489000; 489300; 492000; 492300; 495000; 495300; 498000; 498300; 501000; 501300; 504000; 504300; 507000; 507300; 510000; 510300; 513000; 513300; 516000; 516300; 519000; 519300; 522000; 522300; 525000; 525300; 528000; 528300; 531000; 531300; 534000; 534300; 537000; 537300; 540000; 540300; 543000; 543300; 546000; 546300; 549000; 549300; 552000; 552300; 555000; 555300; 558000; 558300; 561000; 561300; 564000; 564300; 567000; 567300; 570000; 570300; 573000; 573300; 576000; 576300; 579000; 579300; 582000; 582300; 585000; 585300; 588000; 588300; 591000; 591300; 594000; 594300; 597000; 597300; 600000; 600300; 603000; 603300; 606000; 606300; 609000; 609300; 612000; 612300; 615000; 615300; 618000; 618300; 621000; 621300; 624000; 624300; 627000; 627300; 630000; 630300; 633000; 633300; 636000; 636300; 639000; 639300; 642000; 642300; 645000; 645300; 648000; 648300; 651000; 651300; 654000; 654300; 657000; 657300; 660000; 660300; 663000; 663300; 666000; 666300; 669000; 669300; 672000; 672300; 675000; 675300; 678000; 678300; 681000; 681300; 684000; 684300; 687000; 687300; 690000; 690300; 693000; 693300; 696000; 696300; 699000; 699300; 702000; 702300; 705000; 705300; 708000; 708300; 711000; 711300; 714000; 714300; 717000; 717300; 720000; 720300; 723000; 723300; 726000; 726300; 729000; 729300; 732000; 732300; 735000; 735300; 738000; 738300; 741000; 741300; 744000; 744300; 747000; 747300; 750000; 750300; 753000; 753300; 756000; 756300; 759000; 759300; 762000; 762300; 765000; 765300; 768000; 768300; 771000; 771300; 774000; 774300; 777000; 777300; 780000; 780300; 783000; 783300; 786000; 786300; 789000; 789300; 792000; 792300; 795000; 795300; 798000; 798300; 801000; 801300; 804000; 804300; 807000; 807300; 810000; 810300; 813000; 813300; 816000; 816300; 819000; 819300; 822000; 822300; 825000; 825300; 828000; 828300; 831000; 831300; 834000; 834300; 837000; 837300; 840000; 840300; 843000; 843300; 846000; 846300; 849000; 849300; 852000; 852300; 855000; 855300; 858000; 858300; 861000; 861300; 864000; 864300; 867000; 867300; 870000; 870300; 873000; 873300; 876000; 876300; 879000; 879300; 882000; 882300; 885000; 885300; 888000; 888300; 891000; 891300; 894000; 894300; 897000; 897300; 900000; 900300; 903000; 903300; 906000; 906300; 909000; 909300; 912000; 912300; 915000; 915300; 918000; 918300; 921000; 921300; 924000; 924300; 927000; 927300; 930000; 930300; 933000; 933300; 936000; 936300; 939000; 939300; 942000; 942300; 945000; 945300; 948000; 948300; 951000; 951300; 954000; 954300; 957000; 957300; 960000; 960300; 963000; 963300; 966000; 966300; 969000; 969300; 972000; 972300; 975000; 975300; 978000; 978300; 981000; 981300; 984000; 984300; 987000; 987300; 990000; 990300; 993000; 993300; 996000; 996300; 999000; 999300; 1002000; 1002300; 1005000; 1005300; 1008000; 1008300; 1011000; 1011300; 1014000; 1014300; 1017000; 1017300; 1020000; 1020300; 1023000; 1023300; 1026000; 1026300; 1029000; 1029300; 1032000; 1032300; 1035000; 1035300; ;
;;values;1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; ;


0;runway_landedThroughput;time;156000; 159000; 162000; 165000; 168000; 171000; 174000; 177000; 180000; 183000; 186000; 189000; 192000; 195000; 198000; 201000; 204000; 207000; 210000; 213000; 216000; 219000; 222000; 225000; 228000; 231000; 234000; 237000; 240000; 243000; 246000; 249000; 252000; 255000; 258000; 261000; 264000; 267000; 270000; 273000; 276000; 279000; 282000; 285000; 288000; 291000; 294000; 297000; 300000; 303000; 306000; 309000; 312000; 315000; 318000; 321000; 324000; 327000; 330000; 333000; 336000; 339000; 342000; 345000; 348000; 351000; 354000; 357000; 360000; 363000; 366000; 369000; 372000; 375000; 378000; 381000; 384000; 387000; 390000; 393000; 396000; 399000; 402000; 405000; 408000; 411000; 414000; 417000; 420000; 423000; 426000; 429000; 432000; 435000; 438000; 441000; 444000; 447000; 450000; 453000; 456000; 459000; 462000; 465000; 468000; 471000; 474000; 477000; 480000; 483000; 486000; 489000; 492000; 495000; 498000; 501000; 504000; 507000; 510000; 513000; 516000; 519000; 522000; 525000; 528000; 531000; 534000; 537000; 540000; 543000; 546000; 549000; 552000; 555000; 558000; 561000; 564000; 567000; 570000; 573000; 576000; 579000; 582000; 585000; 588000; 591000; 594000; 597000; 600000; 603000; 606000; 609000; 612000; 615000; 618000; 621000; 624000; 627000; 630000; 633000; 636000; 639000; 642000; 645000; 648000; 651000; 654000; 657000; 660000; 663000; 666000; 669000; 672000; 675000; 678000; 681000; 684000; 687000; 690000; 693000; 696000; 699000; 702000; 705000; 708000; 711000; 714000; 717000; 720000; 723000; 726000; 729000; 732000; 735000; 738000; 741000; 744000; 747000; 750000; 753000; 756000; 759000; 762000; 765000; 768000; 771000; 774000; 777000; 780000; 783000; 786000; 789000; 792000; 795000; 798000; 801000; 804000; 807000; 810000; 813000; 816000; 819000; 822000; 825000; 828000; 831000; 834000; 837000; 840000; 843000; 846000; 849000; 852000; 855000; 858000; 861000; 864000; 867000; 870000; 873000; 876000; 879000; 882000; 885000; 888000; 891000; 894000; 897000; 900000; 903000; 906000; 909000; 912000; 915000; 918000; 921000; 924000; 927000; 930000; 933000; 936000; 939000; 942000; 945000; 948000; 951000; 954000; 957000; 960000; 963000; 966000; 969000; 972000; 975000; 978000; 981000; 984000; 987000; 990000; 993000; 996000; 999000; 1002000; 1005000; 1008000; 1011000; 1014000; 1017000; 1020000; 1023000; 1026000; 1029000; 1032000; 1035000; ;
;;values;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; ;


0;runway_tookoffThroughput;time;156000; 159000; 162000; 165000; 168000; 171000; 174000; 177000; 180000; 183000; 186000; 189000; 192000; 195000; 198000; 201000; 204000; 207000; 210000; 213000; 216000; 219000; 222000; 225000; 228000; 231000; 234000; 237000; 240000; 243000; 246000; 249000; 252000; 255000; 258000; 261000; 264000; 267000; 270000; 273000; 276000; 279000; 282000; 285000; 288000; 291000; 294000; 297000; 300000; 303000; 306000; 309000; 312000; 315000; 318000; 321000; 324000; 327000; 330000; 333000; 336000; 339000; 342000; 345000; 348000; 351000; 354000; 357000; 360000; 363000; 366000; 369000; 372000; 375000; 378000; 381000; 384000; 387000; 390000; 393000; 396000; 399000; 402000; 405000; 408000; 411000; 414000; 417000; 420000; 423000; 426000; 429000; 432000; 435000; 438000; 441000; 444000; 447000; 450000; 453000; 456000; 459000; 462000; 465000; 468000; 471000; 474000; 477000; 480000; 483000; 486000; 489000; 492000; 495000; 498000; 501000; 504000; 507000; 510000; 513000; 516000; 519000; 522000; 525000; 528000; 531000; 534000; 537000; 540000; 543000; 546000; 549000; 552000; 555000; 558000; 561000; 564000; 567000; 570000; 573000; 576000; 579000; 582000; 585000; 588000; 591000; 594000; 597000; 600000; 603000; 606000; 609000; 612000; 615000; 618000; 621000; 624000; 627000; 630000; 633000; 636000; 639000; 642000; 645000; 648000; 651000; 654000; 657000; 660000; 663000; 666000; 669000; 672000; 675000; 678000; 681000; 684000; 687000; 690000; 693000; 696000; 699000; 702000; 705000; 708000; 711000; 714000; 717000; 720000; 723000; 726000; 729000; 732000; 735000; 738000; 741000; 744000; 747000; 750000; 753000; 756000; 759000; 762000; 765000; 768000; 771000; 774000; 777000; 780000; 783000; 786000; 789000; 792000; 795000; 798000; 801000; 804000; 807000; 810000; 813000; 816000; 819000; 822000; 825000; 828000; 831000; 834000; 837000; 840000; 843000; 846000; 849000; 852000; 855000; 858000; 861000; 864000; 867000; 870000; 873000; 876000; 879000; 882000; 885000; 888000; 891000; 894000; 897000; 900000; 903000; 906000; 909000; 912000; 915000; 918000; 921000; 924000; 927000; 930000; 933000; 936000; 939000; 942000; 945000; 948000; 951000; 954000; 957000; 960000; 963000; 966000; 969000; 972000; 975000; 978000; 981000; 984000; 987000; 990000; 993000; 996000; 999000; 1002000; 1005000; 1008000; 1011000; 1014000; 1017000; 1020000; 1023000; 1026000; 1029000; 1032000; 1035000; ;
;;values;1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; ;


